customer_id,first_name,last_name,age,gender,marital_status,education_level,occupation,annual_income,monthly_expenses,credit_score,num_dependents,years_employed,city,state,phone_number,email,has_existing_loan,num_credit_cards,registration_date,income_tier,savings_ratio,age_group,reg_year,reg_month,log_annual_income,log_monthly_expenses,gender_enc,has_existing_loan_enc,education_ord,marital_status_Married,marital_status_Single,marital_status_Widowed,occupation_Analyst,occupation_Businessman,occupation_Consultant,occupation_Designer,occupation_Doctor,occupation_Engineer,occupation_Lawyer,occupation_Manager,occupation_Nurse,occupation_Professor,occupation_Teacher,city_Bengaluru,city_Chennai,city_Delhi,city_Hyderabad,city_Jaipur,city_Kolkata,city_Lucknow,city_Mumbai,city_Pune,age_scaled,annual_income_scaled,monthly_expenses_scaled,credit_score_scaled,years_employed_scaled,num_dependents_scaled,num_credit_cards_scaled,savings_ratio_scaled,credit_risk_tier
CUST00011,Sneha,Malhotra,31,Female,Single,Phd,Engineer,81944.1,10359.95,827.0,3,0.0,Kolkata,West Bengal,9246351498,amit.dubey983@example.com,True,1,2021-01-13,Low,-0.5171,31-40,2021,1,11.313804789827893,9.245799210451091,0,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.014241277285542,-0.520611300369821,-0.764871676291595,1.3835860655423906,-1.7240772603848027,0.2801260520783989,-1.1038365772561542,1.0740554942420415,Excellent
CUST00012,Ravi,Dubey,44,Female,Single,Bachelor'S,Designer,105811.12,20639.16,803.0,3,38.0,Bengaluru,Karnataka,9469243620,sachin.nair668@example.com,False,7,2024-07-23,Low,-1.3407,41-50,2024,7,11.56942034761092,9.934993971503438,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.09511752474961556,-0.19641778946493443,-0.031030553625136677,1.2389800786720562,1.6252429346301511,0.2801260520783989,1.4839543045634311,-0.45375150638274037,Excellent
CUST00013,Ravi,Iyer,56,Female,Single,High School,Doctor,46602.16,7868.42,321.0,3,28.0,Bengaluru,Karnataka,9407908620,naveen.kumar773@example.com,True,2,2020-03-01,Low,-1.0261,51-60,2020,3,10.749423628973464,8.97073964110988,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7533044006681627,-1.0006723893029952,-0.9427440198235554,-1.6651901576404917,0.7438428833104264,0.2801260520783989,-0.6725380969528901,0.12984257132070345,Poor
CUST00014,Vikram,Verma,60,Female,Single,Master'S,Designer,390443.7475,75750.3325,512.0,4,2.0,Mumbai,Maharashtra,9603797467,aditya.sharma367@example.com,False,1,2018-07-18,Lower-Mid,-1.3281,51-60,2018,7,12.875041746573649,11.235211313975976,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0361117091407555,3.669839951438948,3.903400662282005,-0.5143675121307476,-1.547797250120858,0.8629125681915729,-1.1038365772561542,-0.4303780627112103,Fair
CUST00015,Sachin,Patel,44,Female,Single,Bachelor'S,Engineer,63591.55,14184.67,609.0,4,36.0,Hyderabad,Telangana,9674558056,sachin.singh319@example.com,False,0,2016-08-15,Low,-1.6767,41-50,2016,8,11.0602516041022,9.559987579120106,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.09511752474961556,-0.7698999681028466,-0.4918218194752778,0.07008168480352032,1.448962924366206,0.8629125681915729,-1.5351350575594185,-1.077043337623545,Fair
CUST00016,Pooja,Iyer,23,Male,Single,Master'S,Engineer,79469.1,13931.04,571.0,2,30.0,Hyderabad,Telangana,9108930425,rohan.verma598@example.com,True,7,2024-02-25,Low,-1.1036,21-30,2024,2,11.283136129269913,9.541946502569912,1,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.5798558942307275,-0.5542300319705651,-0.5099286704824946,-0.1588777944078424,0.9201228935743713,-0.3026604640347751,1.4839543045634311,-0.013922657611327188,Fair
CUST00017,Pooja,Pandey,42,Female,Married,Diploma,Nurse,60381.7,11724.12,870.0,2,10.0,Jaipur,Rajasthan,9838487369,swati.patel907@example.com,True,2,2018-04-30,Low,-1.33,41-50,2018,4,11.008457919054704,9.369488827803686,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.23652117898591193,-0.8135004067406846,-0.6674824757296937,1.6426717920184064,-0.842677209065078,-0.3026604640347751,-0.6725380969528901,-0.4339026296140601,Excellent
CUST00018,Rekha,Malhotra,22,Female,Married,Master'S,Doctor,142832.12,30774.28,501.0,2,21.0,Lucknow,Uttar Pradesh,9628207587,rohan.dubey555@example.com,False,7,2024-05-22,Low,-1.5855,21-30,2024,5,11.869432234768484,10.334467049305335,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.6505577213488758,0.30645051865270273,0.6925238673040277,-0.5806452561129842,0.12686284738661907,-0.3026604640347751,1.4839543045634311,-0.907864126286755,Fair
CUST00019,Naveen,Verma,44,Female,Single,High School,Manager,87763.28,17112.45,331.0,5,17.0,Bengaluru,Karnataka,9911182636,deepak.sharma795@example.com,False,1,2017-06-15,Low,-1.3398,41-50,2017,6,11.382409863130937,9.747619983030239,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-0.09511752474961556,-0.4415674819631871,-0.2828052353097238,-1.6049376631111858,-0.2256971731412708,1.4456990843047468,-1.1038365772561542,-0.45208197469191697,Poor
CUST00020,Rohan,Gupta,64,Female,Married,Master'S,Consultant,55365.7,11223.52,742.0,3,34.0,Jaipur,Rajasthan,9612246868,sunita.gupta150@example.com,False,2,2020-08-09,Low,-1.4326,60+,2020,8,10.921733608980055,9.325855950003497,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.3189190176133483,-0.8816343694515262,-0.703220714953022,0.8714398620432898,1.272682914102261,0.2801260520783989,-0.6725380969528901,-0.6242292423679487,Good
CUST00021,Kavya,Rao,50,Male,Single,Master'S,Manager,146404.71,21107.05,461.0,4,5.0,Hyderabad,Telangana,9421704344,nisha.mehta151@example.com,False,0,2022-08-17,Low,-0.73,41-50,2022,8,11.894136882481002,9.957409763292887,1,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.3290934379592736,0.35497817292724926,0.002372492220255023,-0.8216552342302081,-1.2833772347249404,0.8629125681915729,-1.5351350575594185,0.6791184976016625,Poor
CUST00022,Sneha,Sharma,58,Male,Single,Master'S,Doctor,158734.69,38498.86,553.0,3,2.0,Jaipur,Rajasthan,9109806050,kiran.bhat481@example.com,False,5,2020-02-10,Low,-1.9104,51-60,2020,2,11.974995770959644,10.558409883905627,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8947080549044591,0.5224603095989845,1.2439878863606353,-0.26733228456059316,-1.547797250120858,0.2801260520783989,0.6213573439569027,-1.510565066674069,Fair
CUST00023,Rohan,Joshi,22,Female,Single,High School,Professor,94833.14,14657.7,820.0,2,4.0,Kolkata,West Bengal,9922345794,divya.rao317@example.com,False,2,2016-08-26,Low,-0.8548,21-30,2016,8,11.459884749995378,9.59278929483742,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-1.6505577213488758,-0.3455352695208285,-0.45805182486918306,1.3414093193718764,-1.3715172398569129,-0.3026604640347751,-0.6725380969528901,0.44761010314079225,Excellent
CUST00024,Arjun,Malhotra,41,Female,Married,Bachelor'S,Lawyer,66291.99,9412.94,779.0,4,8.0,Hyderabad,Telangana,9562176397,amit.kumar618@example.com,False,5,2021-09-29,Low,-0.7039,41-50,2021,9,11.101839439060603,9.14994684845448,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.3072230061040601,-0.7332190115113663,-0.832479486772786,1.094374091801722,-1.018957219329023,0.8629125681915729,0.6213573439569027,0.7275349166355465,Excellent
CUST00025,Vikram,Kumar,53,Male,Married,Bachelor'S,Consultant,367559.17,62057.36,309.0,1,27.0,Ahmedabad,Gujarat,9956808156,deepak.pillai352@example.com,True,4,2018-03-06,Lower-Mid,-1.026,51-60,2018,3,12.814642312124237,11.03583051161388,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5411989193137181,3.3589912771888755,2.925848271384169,-1.737493151075659,0.6557028781784539,-0.8854469801479491,0.1900588636536384,0.13002807484190607,Poor
CUST00026,Ananya,Mehta,32,Female,Single,Bachelor'S,Nurse,121059.88,15668.63,804.0,0,18.0,Lucknow,Uttar Pradesh,9414523258,vikram.bhat299@example.com,False,6,2016-08-20,Low,-0.5531,31-40,2016,8,11.704048838542008,9.65947972307385,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.9435394501673938,0.010711087175132165,-0.3858807138463319,1.2450053281249869,-0.13755716800929832,-1.468233496261123,1.052655824260167,1.007274226609098,Excellent
CUST00027,Divya,Patel,42,Male,Single,Bachelor'S,Teacher,45961.47,6727.85,859.0,0,27.0,Chennai,Tamil Nadu,9741027901,vikram.bhat378@example.com,False,7,2023-05-18,Low,-0.7566,41-50,2023,5,10.735580472903305,8.814159531366073,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.23652117898591193,-1.0093750903734118,-1.0241702353867828,1.5763940480361698,0.6557028781784539,-1.468233496261123,1.4839543045634311,0.6297745609617654,Excellent
CUST00028,Rohan,Pillai,64,Female,Divorced,Bachelor'S,Businessman,230596.4,32981.47,735.0,2,26.0,Bengaluru,Karnataka,9348265637,swati.singh994@example.com,False,3,2022-06-18,Low,-0.7163,60+,2022,6,12.34842861181858,10.40373148718426,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.3189190176133483,1.4985813362092943,0.8500969480697852,0.8292631158727757,0.5675628730464815,-0.3026604640347751,-0.24123961664962584,0.7045324800064214,Good
CUST00029,Sachin,Gupta,45,Male,Single,Master'S,Nurse,59073.35,12338.48,410.0,3,12.0,Delhi,Delhi,9955522471,suresh.patel9@example.com,False,0,2024-07-10,Low,-1.5064,41-50,2024,7,10.98655209903224,9.420559157187373,1,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.024415697631467375,-0.8312721511810214,-0.6236228180204568,-1.1289429563296687,-0.6663971988011331,0.2801260520783989,-1.5351350575594185,-0.7611308410154823,Poor
CUST00030,Sachin,Malhotra,69,Male,Single,Phd,Designer,390443.7475,71950.94,452.0,1,37.0,Kolkata,West Bengal,9107750253,nisha.tiwari531@example.com,False,2,2023-12-27,Lower-Mid,-1.2114,60+,2023,12,12.875041746573649,11.183753675120881,1,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.6724281532040892,3.669839951438948,3.632158956192673,-0.8758824793065835,1.5371029294981786,-0.8854469801479491,-0.6725380969528901,-0.2138954534677522,Poor
CUST00031,Naveen,Nair,47,Male,Divorced,Master'S,Designer,103548.43,14129.79,401.0,4,20.0,Pune,Maharashtra,9688638365,amit.dubey601@example.com,False,0,2024-04-13,Low,-0.6375,41-50,2024,4,11.547804362221424,9.556111383528297,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.11698795660482901,-0.2271526451440003,-0.4957397470992814,-1.183170201406044,0.03872284225464661,0.8629125681915729,-1.5351350575594185,0.8507092547140865,Poor
CUST00032,Priya,Malhotra,62,Male,Married,Bachelor'S,Engineer,181314.73,33298.91,490.0,3,26.0,Chennai,Tamil Nadu,9501197060,swati.mishra674@example.com,True,4,2022-11-19,Low,-1.2038,60+,2022,11,12.10799515525179,10.41330997326218,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.1775153633770519,0.8291723517380022,0.8727592466296202,-0.6469230000952207,0.5675628730464815,0.2801260520783989,0.1900588636536384,-0.19979718585635298,Poor
CUST00033,Ananya,Mehta,48,Male,Married,Bachelor'S,Lawyer,28338.87,5838.91,862.0,2,5.0,Delhi,Delhi,9302476546,nisha.joshi695@example.com,True,5,2015-05-21,Low,-1.4725,41-50,2015,5,10.252024926078187,8.672470664744619,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1876897837229772,-1.2487486093662503,-1.0876323815617437,1.5944697963949614,-1.2833772347249404,-0.3026604640347751,0.6213573439569027,-0.698245147327794,Excellent
CUST00034,Sachin,Pandey,36,Male,Married,Diploma,Manager,45684.55,8246.01,380.0,3,37.0,Hyderabad,Telangana,9542098017,meera.pillai149@example.com,False,3,2021-09-19,Low,-1.166,31-40,2021,9,10.729537334322714,9.017605989394765,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.6607321416948011,-1.0131365849814433,-0.9157875640737819,-1.3097004399175864,1.5371029294981786,0.2801260520783989,-0.24123961664962584,-0.12967685484176236,Poor
CUST00035,Naveen,Rao,35,Male,Single,Diploma,Designer,219765.37,31582.6,788.0,2,10.0,Pune,Maharashtra,9701890658,harish.dubey59@example.com,True,0,2018-08-04,Low,-0.7245,31-40,2018,8,12.300320306515792,10.360393277512687,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.7314339688129493,1.351459925894301,0.7502304864190911,1.1486013368780974,-0.842677209065078,-0.3026604640347751,-1.5351350575594185,0.6893211912678066,Excellent
CUST00036,Lakshmi,Mehta,67,Female,Single,Phd,Doctor,119454.29,21065.71,387.0,5,16.0,Mumbai,Maharashtra,9569339388,pooja.dubey244@example.com,True,5,2018-06-19,Low,-1.1162,60+,2018,6,11.69069743808561,9.955449348426749,0,1,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.5310244989677928,-0.011098165055509972,-0.0005788038434533262,-1.2675236937470724,-0.31383717827324326,1.4456990843047468,0.6213573439569027,-0.03729610128285767,Poor
CUST00037,Deepak,Kumar,64,Female,Married,Master'S,Designer,336192.05,48396.58,493.0,0,38.0,Mumbai,Maharashtra,9523861817,priya.tiwari520@example.com,False,4,2020-08-19,Lower-Mid,-0.7275,60+,2020,8,12.725440827524062,10.787205091454682,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.3189190176133483,2.9329214637067196,1.9505941291203668,-0.628847251736429,1.6252429346301511,-1.468233496261123,0.1900588636536384,0.683756085631728,Poor
CUST00038,Sachin,Patel,23,Male,Single,Bachelor'S,Professor,132072.34,29650.8,403.0,0,6.0,Kolkata,West Bengal,9368323917,amit.iyer839@example.com,False,4,2022-09-21,Low,-1.6941,21-30,2022,9,11.791112653337214,10.29727811084627,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-1.5798558942307275,0.16029692030803377,0.612317720674733,-1.1711197025001827,-1.1952372295929679,-1.468233496261123,0.1900588636536384,-1.1093209503128008,Poor
CUST00039,Amit,Tiwari,57,Other,Married,Master'S,Lawyer,107707.85,14909.63,395.0,3,29.0,Mumbai,Maharashtra,9275309282,aditya.pandey856@example.com,False,4,2016-05-20,Low,-0.6611,51-60,2016,5,11.587187032470439,9.609829660387256,2,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8240062277863109,-0.17065388773197282,-0.44006633823807423,-1.2193216981236277,0.8319828884423989,0.2801260520783989,0.1900588636536384,0.8069304237102679,Poor
CUST00040,Sachin,Reddy,27,Male,Divorced,Bachelor'S,Analyst,275996.76,55058.07,722.0,1,20.0,Pune,Maharashtra,9867658814,divya.rao573@example.com,True,7,2018-01-25,Low,-1.3939,21-30,2018,1,12.528148028724324,10.91616188788922,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.2970485857581349,2.1152692220344114,2.4261632925318923,0.7509348729846779,0.03872284225464661,-0.8854469801479491,1.4839543045634311,-0.5524393796625343,Good
CUST00041,Amit,Verma,41,Female,Widowed,Bachelor'S,Analyst,180969.21,36224.88,497.0,4,0.0,Pune,Maharashtra,9891474266,ravi.pandey880@example.com,True,6,2024-07-04,Low,-1.4021,41-50,2024,7,12.106087711066902,10.49752905950942,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.3072230061040601,0.8244790409732791,1.0816466134300236,-0.6047462539247066,-1.7240772603848027,0.8629125681915729,1.052655824260167,-0.5676506684011491,Poor
CUST00042,Deepak,Singh,29,Female,Single,Master'S,Nurse,87749.66,13793.81,300.0,2,24.0,Lucknow,Uttar Pradesh,9793627337,kiran.pandey56@example.com,True,7,2022-12-03,Low,-0.8863,21-30,2022,12,11.382254662667348,9.53204771345034,0,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-1.1556449315218384,-0.4417524868619354,-0.5197256312667883,-1.7917203961520343,0.3912828627825365,-0.3026604640347751,1.4839543045634311,0.38917649396196685,Poor
CUST00043,Swati,Shah,59,Male,Married,High School,Designer,102371.67,11961.81,597.0,4,20.0,Chennai,Tamil Nadu,9518462171,rohan.sharma433@example.com,False,5,2021-06-08,Low,-0.4022,51-60,2021,6,11.53637506143361,9.38955794974101,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9654098820226072,-0.24313695972924942,-0.6505135942255129,-0.002221308631646841,0.03872284225464661,0.8629125681915729,0.6213573439569027,1.2871990401038522,Fair
CUST00044,Amit,Nair,38,Male,Married,High School,Manager,23790.24,5795.16,677.0,0,7.0,Bengaluru,Karnataka,9989516564,nisha.verma353@example.com,True,2,2020-05-13,Low,-1.9231,31-40,2020,5,10.077072724679308,8.664950908304553,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-0.5193284874585047,-1.3105341330515403,-1.0907557294762875,0.47979864760280094,-1.1070972244609956,-1.468233496261123,-0.6725380969528901,-1.5341240138668018,Good
CUST00045,Naveen,Patel,24,Male,Divorced,Bachelor'S,Doctor,75917.36,15050.68,466.0,1,4.0,Ahmedabad,Gujarat,9506258874,rahul.shah201@example.com,False,1,2022-01-28,Low,-1.379,21-30,2022,1,11.237413831364504,9.619244891854068,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5091540671125794,-0.6024744739001116,-0.42999666456158503,-0.7915289869655552,-1.3715172398569129,-0.8854469801479491,-1.1038365772561542,-0.524799355003344,Poor
CUST00046,Naveen,Rao,45,Male,Single,Bachelor'S,Professor,48445.7,7874.44,808.0,1,29.0,Jaipur,Rajasthan,9336859315,pooja.singh206@example.com,True,0,2024-04-17,Low,-0.9505,41-50,2024,4,10.788219503544113,8.971504335148868,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-0.024415697631467375,-0.9756309846746171,-0.9423142471505143,1.2691063259367092,0.8319828884423989,-0.8854469801479491,-1.5351350575594185,0.2700832333498845,Excellent
CUST00047,Divya,Bhat,34,Female,Single,Phd,Nurse,390443.7475,61480.41,612.0,4,7.0,Mumbai,Maharashtra,9382372922,sunita.mehta656@example.com,False,6,2017-06-02,Lower-Mid,-0.8896,31-40,2017,6,12.875041746573649,11.026490131677118,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.8021357959310975,3.669839951438948,2.8846593438574026,0.08815743316231213,-1.1070972244609956,0.8629125681915729,1.052655824260167,0.3830548777622804,Fair
CUST00048,Suresh,Bhat,29,Male,Single,High School,Analyst,66821.32,9047.34,892.0,0,18.0,Kolkata,West Bengal,9185050803,rahul.mishra931@example.com,False,1,2020-07-20,Low,-0.6248,21-30,2020,7,11.109792435451688,9.11033659445511,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.1556449315218384,-0.7260289496130947,-0.8585799667169507,1.7752272799828794,-0.13755716800929832,-1.468233496261123,-1.1038365772561542,0.8742682019068192,Excellent
CUST00049,Naveen,Bhat,46,Male,Single,High School,Doctor,65734.2,11025.92,717.0,4,29.0,Mumbai,Maharashtra,9553376084,aditya.rao207@example.com,True,4,2018-04-08,Low,-1.0128,41-50,2018,4,11.093389829645282,9.30809483481262,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.046286129486680816,-0.7407956548647316,-0.7173275389053386,0.7208086257200249,0.8319828884423989,0.8629125681915729,0.1900588636536384,0.15451453964065215,Good
CUST00050,Suresh,Mehta,22,Male,Single,High School,Lawyer,39626.49,9552.68,776.0,3,14.0,Jaipur,Rajasthan,9771435478,harish.mehta805@example.com,False,1,2022-11-24,Low,-1.8928,21-30,2022,11,10.587278348322007,9.164681699564401,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.6505577213488758,-1.0954251882788997,-0.8225033350567095,1.07629834344293,-0.4901171885371882,0.2801260520783989,-1.1038365772561542,-1.4779164469424078,Excellent
