customer_id,first_name,last_name,age,gender,marital_status,education_level,occupation,annual_income,monthly_expenses,credit_score,num_dependents,years_employed,city,state,phone_number,email,has_existing_loan,num_credit_cards,registration_date
CUST00015,Rahul,Dubey,44,Female,Married,Master's,Lawyer,30688.91,5956.45,372,2,34,Hyderabad,Telangana,9552143688,lakshmi.gupta262@example.com,False,7,2015-06-22
CUST00016,Sneha,Nair,23,Male,Married,Bachelor's,Professor,334458.64,44729.43,822,3,2,Hyderabad,Telangana,9958524527,sachin.pillai703@example.com,False,7,2018-06-23
CUST00017,Vikram,Pandey,42,Male,Single,Bachelor's,,,30638.39,,2,,Jaipur,Rajasthan,9393636202,ravi.bhat267@example.com,False,0,2021-10-29
CUST00018,Ravi,Rao,22,Male,Single,Bachelor's,Businessman,51975.3,9851.72,617,1,36,Lucknow,Uttar Pradesh,9655404401,rahul.malhotra816@example.com,True,0,2019-09-03
CUST00019,Aditya,Dubey,44,Male,Single,Master's,Businessman,89557.61,12775.43,502,1,12,Bengaluru,Karnataka,9562490227,swati.shah522@example.com,True,3,2015-04-11
CUST00020,Kiran,Nair,64,Male,Married,Bachelor's,Analyst,69834.66,9552.3,530,0,11,Jaipur,Rajasthan,9892479741,rahul.malhotra386@example.com,True,5,2024-03-29
CUST00021,Divya,Shah,50,Female,Married,Bachelor's,Doctor,99056.42,21211.26,862,3,1,Hyderabad,Telangana,9614975206,amit.mehta347@example.com,False,7,2019-02-02
CUST00022,Ravi,Pandey,58,Female,Married,Bachelor's,Businessman,159798.43,20573.82,356,2,19,Jaipur,Rajasthan,9864194130,suresh.mehta471@example.com,False,4,2018-01-28
CUST00023,Sachin,Sharma,22,Female,Married,PhD,Businessman,145432.52,34504.46,719,5,0,Kolkata,West Bengal,9385345765,ravi.verma278@example.com,False,6,2019-09-12
CUST00024,Arjun,Patel,41,Male,Married,Bachelor's,Designer,114948.26,20046.02,579,2,34,Hyderabad,Telangana,9205511157,rahul.pandey203@example.com,False,5,2021-04-28
CUST00025,Lakshmi,Singh,53,Male,Married,High School,Teacher,99027.4,22558.57,604,2,23,Ahmedabad,Gujarat,9521867614,nisha.singh25@example.com,True,6,2015-04-09
CUST00026,Lakshmi,Malhotra,32,Other,Single,Master's,Accountant,188565.83,42945.75,765,4,37,Lucknow,Uttar Pradesh,9347914405,aditya.tiwari920@example.com,False,7,2019-03-10
CUST00027,Sachin,Kumar,42,Female,Single,Master's,Teacher,31092.6,4061.42,473,3,25,Chennai,Tamil Nadu,9627307929,priya.mishra413@example.com,True,2,2024-06-15
CUST00028,Suresh,Nair,64,Male,Married,Master's,Professor,62984.28,8270.15,565,2,10,Bengaluru,Karnataka,9923263556,sachin.rao159@example.com,False,7,2015-06-26
CUST00029,Divya,Shah,45,Male,Married,Master's,Manager,54874.4,8493.13,546,0,14,Delhi,Delhi,9194850624,nisha.tiwari840@example.com,False,6,2020-09-03
CUST00030,Meera,Verma,69,Male,Single,Bachelor's,Doctor,180548.49,22955.49,377,1,5,Kolkata,West Bengal,9239875725,kiran.pandey24@example.com,False,0,2018-05-16
CUST00031,Suresh,Joshi,47,Female,Married,High School,Businessman,63357.24,10622.9,552,4,39,Pune,Maharashtra,9141436910,sneha.verma392@example.com,True,3,2022-03-19
CUST00032,Pooja,Mishra,62,Female,Single,Master's,Teacher,45634.84,6399.12,774,4,8,Chennai,Tamil Nadu,9529845412,suresh.pillai541@example.com,False,5,2022-03-21
CUST00033,Swati,Shah,48,Male,Married,PhD,Businessman,137255.1,31271.97,475,1,5,Delhi,Delhi,9344796979,divya.singh67@example.com,False,5,2021-07-31
CUST00034,Suresh,Pandey,36,Male,Widowed,Bachelor's,Nurse,57225.3,10250.89,720,5,16,Hyderabad,Telangana,9213439922,deepak.pillai317@example.com,False,2,2023-04-22
CUST00035,Suresh,Patel,35,Male,Single,High School,Analyst,79982.58,13197.64,871,5,22,Pune,Maharashtra,9591095622,sachin.sharma693@example.com,True,1,2018-09-30
CUST00036,Kavya,Singh,67,Male,Single,Bachelor's,Lawyer,411961.98,57920.04,760,4,30,Mumbai,Maharashtra,9457466215,rekha.joshi693@example.com,False,1,2022-05-19
CUST00037,Pooja,Pandey,64,Female,Married,Master's,Accountant,158305.68,29656.78,553,0,15,Mumbai,Maharashtra,9470663396,aditya.shah997@example.com,True,4,2015-12-23
CUST00038,Swati,Mishra,23,Female,Married,High School,Manager,86974.97,10979.82,819,0,21,Kolkata,West Bengal,9281094025,rahul.nair865@example.com,False,1,2020-04-28
CUST00039,Kiran,Kumar,57,Male,Single,Master's,Designer,91795.92,13228.37,406,1,15,Mumbai,Maharashtra,9717495401,aditya.pillai571@example.com,False,6,2023-05-23
CUST00040,Kiran,Nair,27,Female,Married,High School,Lawyer,170159.68,27750.04,470,3,11,Pune,Maharashtra,9574878399,priya.tiwari652@example.com,True,1,2015-02-28
CUST00041,Divya,Joshi,41,Male,Single,High School,Accountant,146931.57,27602.84,357,5,8,Pune,Maharashtra,9616239917,amit.mishra306@example.com,False,3,2017-11-27
CUST00042,Rahul,Joshi,29,Female,Single,PhD,Teacher,103296.6,15726.79,636,4,5,Lucknow,Uttar Pradesh,9529105729,swati.iyer829@example.com,False,7,2016-05-30
CUST00043,Pooja,Reddy,59,Female,Married,Master's,Businessman,105044.14,15696.38,641,2,3,Chennai,Tamil Nadu,9140068174,rahul.rao580@example.com,True,7,2024-01-20
CUST00044,Suresh,Singh,38,Male,Married,Master's,Lawyer,40623.05,6048.04,589,5,37,Bengaluru,Karnataka,9230812114,rahul.singh630@example.com,False,2,2015-07-23
CUST00045,Sneha,Verma,24,Female,Married,Bachelor's,Teacher,35810.4,5644.06,383,2,16,Ahmedabad,Gujarat,9379331896,deepak.kumar642@example.com,True,5,2023-07-09
CUST00046,Aditya,Iyer,45,Male,Single,Bachelor's,Professor,88779.11,15847.93,416,0,9,Jaipur,Rajasthan,9484775654,vikram.mehta127@example.com,False,2,2018-03-04
CUST00047,Deepak,Sharma,34,Male,Married,High School,Manager,67509.86,9290.41,833,3,39,Mumbai,Maharashtra,9651243580,ravi.singh602@example.com,True,3,2020-05-17
CUST00048,Harish,Malhotra,29,Male,Married,Master's,,,27878.53,,3,,Kolkata,West Bengal,9424173028,ravi.malhotra518@example.com,True,7,2017-05-12
CUST00049,Kiran,Shah,46,Male,Married,Master's,Lawyer,111113.54,17090.32,401,5,20,Mumbai,Maharashtra,9105230073,suresh.nair720@example.com,True,2,2024-06-01
CUST00050,Rekha,Singh,22,Female,Married,Bachelor's,Analyst,62089.7,10547.48,755,4,18,Jaipur,Rajasthan,9650691040,arjun.mishra450@example.com,False,5,2015-03-31
CUST00051,Rohan,Iyer,40,Male,Divorced,Bachelor's,Consultant,108871.01,14379.34,825,5,26,Chennai,Tamil Nadu,9211066366,kiran.bhat145@example.com,False,2,2024-12-23
CUST00052,Aditya,Malhotra,48,Female,Married,Master's,Manager,76807.71,12072.47,565,4,10,Lucknow,Uttar Pradesh,9219086705,deepak.verma52@example.com,False,4,2020-11-15
CUST00053,Divya,Mishra,67,Female,Married,PhD,Engineer,341110.18,45955.1,586,1,5,Pune,Maharashtra,9904551228,sachin.gupta178@example.com,True,0,2024-04-17
CUST00054,Sneha,Joshi,27,Male,Married,Bachelor's,Teacher,124460.71,15929.41,440,0,27,Lucknow,Uttar Pradesh,9933495140,harish.gupta864@example.com,True,2,2019-12-08
CUST00055,Ravi,Patel,64,Male,Married,Bachelor's,Lawyer,38701.58,8584.9,705,1,2,Hyderabad,Telangana,9389217468,kavya.bhat605@example.com,False,2,2021-04-08
CUST00056,Arjun,Rao,28,Male,Single,Master's,Analyst,294286.5,47307.09,592,1,23,Mumbai,Maharashtra,9371722511,naveen.joshi527@example.com,True,2,2021-02-02
CUST00057,Harish,Nair,67,Male,Married,Bachelor's,Professor,67515.37,8959.16,330,3,36,Bengaluru,Karnataka,9958191460,nisha.sharma82@example.com,False,1,2024-03-20
CUST00058,Sachin,Bhat,55,Male,Single,PhD,,,7345.31,,4,,Hyderabad,Telangana,9185331516,rekha.bhat65@example.com,False,3,2019-12-13
CUST00059,Kavya,Singh,34,Female,Single,Master's,Manager,357257.47,74683.23,654,2,14,Chennai,Tamil Nadu,9497146454,lakshmi.pillai214@example.com,True,4,2018-09-19
CUST00060,Pooja,Patel,37,Male,Married,Master's,Businessman,121479.64,20501.27,504,1,8,Mumbai,Maharashtra,9571815454,nisha.pillai11@example.com,True,5,2016-06-03
CUST00061,Deepak,Iyer,56,Female,Divorced,Bachelor's,Lawyer,150310.68,30723.39,777,0,38,Hyderabad,Telangana,9291408020,kavya.joshi778@example.com,True,1,2019-05-03
CUST00062,Divya,Bhat,60,Male,Single,Diploma,Teacher,153251.57,20198.51,590,1,34,Mumbai,Maharashtra,9684169382,kiran.patel5@example.com,True,3,2017-07-07
CUST00063,Swati,Pandey,24,Male,Single,Master's,Nurse,87238.95,21739.53,410,2,17,Kolkata,West Bengal,9221053478,sachin.gupta531@example.com,True,4,2016-10-21
CUST00064,Swati,Nair,22,Male,Married,Master's,Engineer,70021.45,14367.5,367,2,2,Chennai,Tamil Nadu,9858849443,amit.patel279@example.com,False,5,2016-11-08
CUST00065,Lakshmi,Verma,26,Male,Single,PhD,Nurse,77222.45,13701.31,672,0,27,Ahmedabad,Gujarat,9434584226,kavya.joshi244@example.com,False,7,2024-10-10
CUST00066,Ravi,Dubey,62,Male,Married,Master's,Analyst,259190.8,53063.43,495,5,15,Pune,Maharashtra,9863794729,amit.iyer945@example.com,True,1,2023-05-24
CUST00067,Meera,Iyer,24,Female,Married,Bachelor's,Accountant,111554.95,14131.03,425,2,22,Delhi,Delhi,9329969604,naveen.rao663@example.com,False,4,2020-11-08
CUST00068,Swati,Pandey,49,Female,Married,High School,Businessman,217020.92,43612.6,561,2,31,Pune,Maharashtra,9854891556,rahul.rao224@example.com,False,2,2024-10-14
CUST00069,Vikram,Gupta,38,Male,Single,Bachelor's,Manager,94290.24,17303.31,454,5,9,Pune,Maharashtra,9507210819,sunita.mishra600@example.com,False,5,2017-11-07
CUST00070,Aditya,Sharma,46,Female,Married,Bachelor's,Consultant,62740.96,13359.7,880,2,37,Hyderabad,Telangana,9173488996,divya.bhat123@example.com,False,1,2018-04-25
CUST00071,Naveen,Dubey,64,Male,Single,Master's,Designer,41550.72,5391.52,407,1,37,Chennai,Tamil Nadu,9178052074,arjun.bhat297@example.com,True,1,2016-04-18
CUST00072,Suresh,Joshi,54,Male,Single,High School,Designer,145626.72,25796.99,722,0,12,Mumbai,Maharashtra,9544605715,sneha.bhat920@example.com,False,0,2017-08-12
CUST00073,Aditya,Shah,30,Female,Married,Master's,Consultant,272790.35,54045.8,334,1,14,Lucknow,Uttar Pradesh,9678762883,vikram.sharma87@example.com,True,2,2017-08-03
CUST00074,Naveen,Rao,56,Female,Single,Bachelor's,Designer,58012.64,11638.66,343,5,27,Delhi,Delhi,9509320217,sneha.verma594@example.com,True,2,2022-08-12
CUST00075,Pooja,Singh,34,Female,Married,PhD,Businessman,134325.81,21178.81,715,0,12,Jaipur,Rajasthan,9226983659,amit.dubey723@example.com,False,1,2017-02-25
CUST00076,Rahul,Patel,51,Male,Single,Bachelor's,Lawyer,43244.73,5466.69,584,2,34,Hyderabad,Telangana,9209497482,ravi.gupta563@example.com,True,1,2018-08-10
CUST00077,Rekha,Tiwari,68,Other,Widowed,Master's,Designer,70726.95,8956.53,746,2,1,Delhi,Delhi,9429548258,suresh.rao119@example.com,False,7,2021-03-10
CUST00078,Suresh,Malhotra,35,Female,Single,Master's,Analyst,115932.35,14625.51,817,4,0,Ahmedabad,Gujarat,9515227197,amit.mehta773@example.com,False,5,2022-04-25
CUST00079,Swati,Nair,28,Female,Married,High School,Professor,34997.21,6309.7,326,2,31,Kolkata,West Bengal,9133337209,kiran.mehta78@example.com,False,3,2015-08-12
CUST00080,Deepak,Malhotra,34,Female,Married,PhD,Designer,97654.01,12752.43,526,0,29,Chennai,Tamil Nadu,9312862076,lakshmi.pandey718@example.com,False,7,2024-08-30
CUST00081,Kavya,Iyer,43,Female,Divorced,Bachelor's,Designer,59753.3,10342.3,724,3,21,Jaipur,Rajasthan,9502709141,priya.dubey984@example.com,False,0,2016-12-17
CUST00082,Divya,Sharma,60,Female,Married,Bachelor's,Accountant,141896.83,23484.03,867,0,3,Hyderabad,Telangana,9181741828,ravi.kumar649@example.com,False,1,2022-08-30
CUST00083,Lakshmi,Shah,41,Female,Single,Master's,Teacher,89389.6,14703.2,667,2,23,Pune,Maharashtra,9195913018,kavya.nair449@example.com,False,5,2015-10-30
CUST00084,Kiran,Reddy,36,Male,Married,High School,Analyst,173453.25,40770.63,609,2,13,Bengaluru,Karnataka,9654477082,rohan.verma606@example.com,False,4,2015-09-02
CUST00085,Rekha,Reddy,65,Female,Married,Master's,Consultant,83469.87,17728.35,404,3,16,Hyderabad,Telangana,9752375264,sneha.mehta421@example.com,False,6,2017-06-02
CUST00086,Divya,Mishra,38,Male,Married,Bachelor's,Businessman,43589.53,5777.75,317,2,13,Bengaluru,Karnataka,9278655525,vikram.joshi256@example.com,False,7,2020-05-21
CUST00087,Priya,Pandey,67,Other,Married,High School,Accountant,40450.08,5332.61,504,4,39,Pune,Maharashtra,9529140922,aditya.shah915@example.com,False,6,2023-05-23
CUST00088,Pooja,Gupta,44,Female,Married,Master's,Manager,31400.98,6531.02,342,3,38,Kolkata,West Bengal,9903712640,pooja.reddy200@example.com,False,3,2020-05-06
CUST00089,Meera,Sharma,46,Female,Married,Bachelor's,Doctor,144318.03,27697.27,388,1,26,Chennai,Tamil Nadu,9903526473,nisha.mishra22@example.com,True,1,2015-03-03
CUST00090,Lakshmi,Singh,45,Male,Married,Bachelor's,Accountant,458006.45,62575.72,885,5,20,Mumbai,Maharashtra,9123767568,rohan.tiwari641@example.com,False,2,2015-04-26
CUST00091,Swati,Malhotra,65,Female,Widowed,High School,Nurse,128173.86,26610.46,456,4,39,Hyderabad,Telangana,9940411395,swati.joshi346@example.com,False,0,2016-08-04
CUST00092,Harish,Sharma,61,Male,Divorced,Bachelor's,Teacher,269204.91,35782.83,565,0,34,Lucknow,Uttar Pradesh,9457392334,sunita.mishra2@example.com,True,3,2017-09-04
CUST00093,Sneha,Iyer,49,Female,Married,Bachelor's,Manager,194880.92,26722.5,433,5,25,Pune,Maharashtra,9466892342,naveen.patel466@example.com,False,4,2024-04-03
CUST00094,Rekha,Joshi,35,Female,Divorced,PhD,Manager,72330.3,10003.91,763,5,30,Hyderabad,Telangana,9464841558,arjun.reddy772@example.com,False,3,2017-05-28
CUST00095,Kiran,Gupta,65,Male,Married,Master's,Accountant,210910.59,27872.48,431,4,32,Ahmedabad,Gujarat,9861580663,naveen.singh975@example.com,True,0,2018-07-25
CUST00096,Nisha,Gupta,21,Male,Married,Bachelor's,Accountant,74076.62,9814.48,333,4,10,Kolkata,West Bengal,9777093600,harish.verma287@example.com,True,0,2021-01-31
CUST00097,Divya,Nair,45,Female,Single,Bachelor's,Analyst,74964.9,9775.27,382,2,15,Ahmedabad,Gujarat,9389495166,ananya.pillai586@example.com,False,3,2016-07-24
CUST00098,Vikram,Verma,27,Male,Divorced,Bachelor's,Doctor,87102.83,11585.64,431,1,5,Delhi,Delhi,9507038168,pooja.singh983@example.com,True,4,2017-03-23
CUST00099,Harish,Gupta,29,Male,Married,Master's,Lawyer,89615.29,13942.07,727,3,33,Chennai,Tamil Nadu,9476490558,naveen.nair348@example.com,False,3,2018-09-16
CUST00100,Rohan,Joshi,44,Male,Married,PhD,Consultant,146799.31,31699.95,503,5,31,Delhi,Delhi,9377244836,priya.mehta55@example.com,True,6,2024-01-09
CUST00101,Ravi,Joshi,21,Male,Divorced,Diploma,,,10254.51,,4,,Hyderabad,Telangana,9288387941,sneha.dubey889@example.com,False,6,2024-08-18
CUST00102,Amit,Joshi,64,Female,Married,Master's,Teacher,168292.98,21662.54,796,5,28,Jaipur,Rajasthan,9896199420,priya.mishra290@example.com,False,2,2024-08-24
CUST00103,Harish,Kumar,28,Female,Single,Bachelor's,Accountant,166849.33,21198.79,741,2,10,Jaipur,Rajasthan,9527603231,amit.dubey290@example.com,False,6,2015-04-07
CUST00104,Ravi,Pillai,44,Female,Single,Bachelor's,Businessman,121270.41,17540.2,557,4,4,Chennai,Tamil Nadu,9637704376,naveen.mehta245@example.com,True,3,2019-11-24
CUST00105,Rahul,Mishra,31,Male,Single,Bachelor's,Designer,316085.22,46652.29,591,1,26,Lucknow,Uttar Pradesh,9364997964,rahul.dubey868@example.com,False,7,2016-12-13
CUST00106,Rohan,Verma,37,Female,Single,Bachelor's,Professor,213722.9,27563.85,424,3,27,Kolkata,West Bengal,9507780140,vikram.bhat895@example.com,True,1,2020-04-02
CUST00107,Lakshmi,Mishra,28,Female,Single,High School,Engineer,187556.91,36312.28,474,2,30,Lucknow,Uttar Pradesh,9643911630,sachin.reddy175@example.com,True,1,2018-06-24
CUST00108,Priya,Nair,55,Female,Single,Bachelor's,Analyst,102712.8,22309.83,791,4,10,Kolkata,West Bengal,9908591578,pooja.malhotra452@example.com,True,4,2022-07-04
CUST00109,Nisha,Bhat,55,Male,Married,Diploma,Manager,121912.6,23626.46,379,1,12,Pune,Maharashtra,9374328115,divya.joshi100@example.com,False,1,2015-12-05
CUST00110,Swati,Kumar,53,Male,Single,Master's,Manager,135169.44,17338.76,604,0,5,Hyderabad,Telangana,9936281472,nisha.kumar846@example.com,True,7,2023-04-26
CUST00111,Sunita,Verma,25,Female,Single,Bachelor's,Lawyer,99503.17,20519.37,809,0,26,Delhi,Delhi,9348543430,rekha.kumar861@example.com,False,1,2024-02-06
CUST00112,Deepak,Singh,62,Male,Married,Bachelor's,Doctor,78799.22,16084.91,643,1,29,Jaipur,Rajasthan,9636690382,aditya.iyer605@example.com,False,6,2024-05-02
CUST00113,Ananya,Joshi,59,Female,Married,Master's,,,4884.63,,5,,Ahmedabad,Gujarat,9585414012,amit.bhat171@example.com,False,5,2023-10-17
CUST00114,Deepak,Reddy,61,Female,Married,Bachelor's,Consultant,151851.64,25567.7,390,3,13,Mumbai,Maharashtra,9196105103,nisha.mehta585@example.com,True,3,2019-02-24
CUST00115,Sneha,Pillai,48,Male,Single,Bachelor's,Accountant,184401.06,25662.75,468,4,8,Bengaluru,Karnataka,9386600440,ananya.dubey572@example.com,True,3,2020-04-22
CUST00116,Lakshmi,Shah,27,Female,Divorced,High School,Businessman,49184.25,8898.25,633,4,27,Mumbai,Maharashtra,9966461099,swati.joshi909@example.com,True,0,2015-08-07
CUST00117,Swati,Kumar,29,Male,Divorced,Bachelor's,Businessman,141931.69,32253.65,535,1,27,Delhi,Delhi,9129315906,amit.mishra666@example.com,False,7,2020-09-12
CUST00118,Sunita,Patel,28,Male,Married,Bachelor's,Manager,69222.69,9944.63,698,4,24,Delhi,Delhi,9313035313,nisha.patel988@example.com,True,5,2024-08-16
CUST00119,Kavya,Gupta,32,Male,Divorced,Bachelor's,Analyst,79227.8,12303.76,887,3,25,Kolkata,West Bengal,9411457930,priya.malhotra7@example.com,True,7,2024-10-22
CUST00120,Kavya,Dubey,54,Male,Married,Bachelor's,Nurse,216740.55,36632.62,776,1,3,Lucknow,Uttar Pradesh,9958237376,ananya.shah146@example.com,False,6,2024-02-26
CUST00121,Vikram,Mehta,53,Male,Single,Bachelor's,Accountant,54481.66,6934.69,834,5,2,Mumbai,Maharashtra,9826556580,suresh.dubey724@example.com,False,1,2020-12-14
CUST00122,Ananya,Sharma,68,Male,Single,Bachelor's,Teacher,54432.21,9254.51,884,0,33,Kolkata,West Bengal,9392799879,amit.rao533@example.com,False,1,2017-04-06
CUST00123,Sachin,Gupta,43,Male,Single,Master's,Lawyer,291530.71,42067.22,387,0,20,Kolkata,West Bengal,9778479569,deepak.rao288@example.com,False,5,2016-11-16
CUST00124,Swati,Reddy,44,Male,Married,Master's,Consultant,90460.27,19520.99,552,2,16,Lucknow,Uttar Pradesh,9836571444,divya.mishra975@example.com,False,5,2020-09-09
CUST00125,Harish,Verma,57,Female,Single,Master's,Lawyer,208548.59,36806.09,657,5,37,Ahmedabad,Gujarat,9437971940,divya.malhotra666@example.com,True,7,2019-05-30
CUST00126,Priya,Pandey,55,Male,Married,Master's,Manager,37827.0,7800.88,357,5,33,Jaipur,Rajasthan,9401517204,rekha.singh271@example.com,False,6,2024-07-25
CUST00127,Sneha,Gupta,64,Male,Married,Bachelor's,Manager,39689.34,7360.02,698,0,11,Chennai,Tamil Nadu,9462884487,amit.kumar781@example.com,True,6,2015-05-27
CUST00128,Meera,Shah,60,Male,Single,Bachelor's,Nurse,57081.38,9643.97,820,4,24,Jaipur,Rajasthan,9708384780,rahul.sharma949@example.com,False,7,2017-12-16
CUST00129,Harish,Singh,42,Male,Single,Master's,Accountant,73948.45,15740.45,824,3,20,Bengaluru,Karnataka,9480289631,rekha.bhat115@example.com,False,0,2016-01-28
CUST00130,Aditya,Patel,47,Female,Single,Master's,Designer,42532.68,5897.34,716,3,17,Mumbai,Maharashtra,9824310998,swati.pillai816@example.com,False,0,2019-04-08
CUST00131,Ananya,Gupta,55,Female,Married,Bachelor's,Businessman,123201.67,22383.84,692,2,35,Jaipur,Rajasthan,9540525586,kavya.rao803@example.com,False,6,2016-02-14
CUST00132,Suresh,Joshi,21,Female,Married,Diploma,Accountant,128124.34,16888.8,521,5,5,Chennai,Tamil Nadu,9946032622,sachin.iyer420@example.com,False,4,2018-06-30
CUST00133,Kiran,Patel,55,Male,Married,PhD,,,8597.37,,4,,Pune,Maharashtra,9555257249,sachin.sharma89@example.com,True,6,2017-07-09
CUST00134,Sachin,Kumar,57,Female,Single,PhD,Professor,60405.82,12834.76,671,5,19,Mumbai,Maharashtra,9130775818,rohan.gupta691@example.com,False,0,2018-10-31
CUST00135,Arjun,Shah,67,Female,Single,Bachelor's,Analyst,65377.35,9954.09,810,1,31,Chennai,Tamil Nadu,9109520557,kavya.pandey387@example.com,True,0,2024-05-30
CUST00136,Kavya,Singh,34,Male,Widowed,Master's,Nurse,49073.21,11989.57,452,2,30,Kolkata,West Bengal,9347891943,sunita.bhat607@example.com,False,1,2018-02-19
CUST00137,Rekha,Shah,23,Female,Single,Master's,Nurse,17372.88,2403.05,779,4,19,Delhi,Delhi,9107457447,sunita.iyer219@example.com,False,2,2017-06-19
CUST00138,Arjun,Nair,21,Female,Single,Bachelor's,Nurse,93805.22,11878.74,882,1,29,Ahmedabad,Gujarat,9192592004,harish.pillai701@example.com,False,4,2024-01-26
CUST00139,Swati,Gupta,25,Other,Married,Master's,Manager,76247.31,11361.49,319,0,2,Bengaluru,Karnataka,9199552871,deepak.joshi985@example.com,True,4,2022-12-31
CUST00140,Lakshmi,Iyer,46,Male,Single,Bachelor's,Teacher,81073.59,10520.87,892,0,19,Chennai,Tamil Nadu,9745290561,swati.pandey419@example.com,False,5,2018-05-31
CUST00141,Swati,Tiwari,34,Female,Widowed,Bachelor's,Designer,53794.04,10386.56,527,1,7,Jaipur,Rajasthan,9544166584,meera.tiwari829@example.com,True,3,2021-07-23
CUST00142,Sneha,Pandey,59,Male,Married,PhD,Analyst,160540.01,28192.83,645,2,20,Delhi,Delhi,9790983826,deepak.kumar184@example.com,True,4,2016-04-04
CUST00143,Swati,Tiwari,47,Female,Widowed,PhD,Professor,423045.47,74239.48,318,1,22,Jaipur,Rajasthan,9247818619,kiran.mehta280@example.com,True,0,2023-01-08
CUST00144,Rohan,Malhotra,29,Female,Married,PhD,,,13454.49,,5,,Mumbai,Maharashtra,9263410357,meera.malhotra851@example.com,False,4,2023-06-09
CUST00145,Sunita,Malhotra,35,Female,Married,PhD,Nurse,228620.27,31815.68,667,4,1,Chennai,Tamil Nadu,9633159020,rahul.mishra60@example.com,False,4,2022-04-07
CUST00146,Naveen,Rao,35,Female,Married,Master's,Businessman,123006.18,20568.68,446,5,9,Jaipur,Rajasthan,9932618405,naveen.mehta533@example.com,False,3,2022-11-28
CUST00147,Rekha,Mishra,46,Female,Married,Master's,Teacher,100836.12,16913.96,803,5,36,Lucknow,Uttar Pradesh,9260884979,kiran.malhotra759@example.com,False,3,2020-08-22
CUST00148,Lakshmi,Gupta,62,Female,Single,PhD,Lawyer,80300.12,12032.01,729,1,29,Hyderabad,Telangana,9336809990,ananya.iyer539@example.com,True,4,2021-06-02
CUST00149,Priya,Bhat,33,Female,Married,High School,Businessman,93907.91,20048.88,739,4,23,Delhi,Delhi,9661201193,rekha.singh786@example.com,True,1,2016-09-11
CUST00150,Harish,Pandey,52,Male,Single,Master's,Nurse,196762.84,27174.84,497,4,31,Pune,Maharashtra,9504164214,ravi.nair339@example.com,True,0,2024-06-05
CUST00151,Suresh,Malhotra,59,Male,Married,Bachelor's,Manager,49868.83,9127.66,586,0,29,Delhi,Delhi,9958845073,amit.mehta885@example.com,False,0,2018-06-13
CUST00152,Kavya,Joshi,69,Male,Married,Diploma,Consultant,83700.14,19381.48,864,4,37,Jaipur,Rajasthan,9730334716,suresh.mehta118@example.com,True,7,2024-03-31
