customer_id,first_name,last_name,age,gender,marital_status,education_level,occupation,annual_income,monthly_expenses,credit_score,num_dependents,years_employed,city,state,phone_number,email,has_existing_loan,num_credit_cards,registration_date,income_tier,savings_ratio,age_group
CUST00046,Naveen,Rao,45,Male,Single,Bachelor'S,Professor,48445.7,7874.44,808.0,1,29.0,Jaipur,Rajasthan,9336859315,pooja.singh206@example.com,True,0,2024-04-17,Low,-0.9505,41-50
CUST00047,Divya,Bhat,34,Female,Single,Phd,Nurse,390443.7475,61480.41,612.0,4,7.0,Mumbai,Maharashtra,9382372922,sunita.mehta656@example.com,False,6,2017-06-02,Lower-Mid,-0.8896,31-40
CUST00048,Suresh,Bhat,29,Male,Single,High School,Analyst,66821.32,9047.34,892.0,0,18.0,Kolkata,West Bengal,9185050803,rahul.mishra931@example.com,False,1,2020-07-20,Low,-0.6248,21-30
CUST00049,Naveen,Bhat,46,Male,Single,High School,Doctor,65734.2,11025.92,717.0,4,29.0,Mumbai,Maharashtra,9553376084,aditya.rao207@example.com,True,4,2018-04-08,Low,-1.0128,41-50
CUST00050,Suresh,Mehta,22,Male,Single,High School,Lawyer,39626.49,9552.68,776.0,3,14.0,Jaipur,Rajasthan,9771435478,harish.mehta805@example.com,False,1,2022-11-24,Low,-1.8928,21-30
CUST00051,Rohan,Rao,40,Male,Married,High School,Doctor,84137.66,13700.95,372.0,1,35.0,Chennai,Tamil Nadu,9357227536,sunita.mishra71@example.com,False,5,2019-03-23,Low,-0.9541,31-40
CUST00052,Deepak,Sharma,48,Female,Married,High School,Doctor,66255.85,9716.1,440.0,1,26.0,Lucknow,Uttar Pradesh,9654705830,pooja.mishra350@example.com,False,7,2015-08-29,Low,-0.7597,41-50
CUST00053,Priya,Iyer,67,Male,Single,Master'S,Consultant,280025.98,52276.25,881.0,3,12.0,Pune,Maharashtra,9920916739,sneha.verma194@example.com,False,4,2024-02-01,Low,-1.2402,60+
CUST00054,Lakshmi,Mishra,27,Female,Married,Bachelor'S,Businessman,109216.31,24574.73,561.0,0,13.0,Lucknow,Uttar Pradesh,9958949509,nisha.verma684@example.com,False,7,2018-09-26,Low,-1.7001,21-30
CUST00055,Deepak,Dubey,64,Male,Single,Master'S,Analyst,98192.15,19199.63,639.0,1,36.0,Hyderabad,Telangana,9758435897,aditya.gupta488@example.com,False,6,2016-09-17,Low,-1.3464,60+
CUST00056,Naveen,Nair,28,Male,Divorced,Diploma,Businessman,91052.94,12849.05,607.0,5,29.0,Mumbai,Maharashtra,9967126986,kavya.pandey712@example.com,False,4,2024-04-14,Low,-0.6934,21-30
CUST00057,Nisha,Reddy,67,Female,Divorced,Master'S,Lawyer,158214.18,29271.95,544.0,5,38.0,Bengaluru,Karnataka,9845095823,meera.pillai709@example.com,False,3,2023-01-14,Low,-1.2202,60+
CUST00058,Arjun,Pandey,55,Male,Widowed,High School,Designer,102371.67,10382.61,597.0,5,20.0,Hyderabad,Telangana,9835126913,harish.gupta479@example.com,True,3,2017-05-12,Low,-0.217,51-60
CUST00059,Amit,Mehta,34,Female,Divorced,High School,Businessman,147314.3,27910.55,636.0,2,15.0,Chennai,Tamil Nadu,9391912946,amit.dubey615@example.com,False,6,2024-07-05,Low,-1.2736,31-40
CUST00060,Rahul,Shah,37,Female,Single,Phd,Accountant,259985.7,55860.21,874.0,2,6.0,Mumbai,Maharashtra,9405669440,kiran.shah710@example.com,False,5,2023-03-20,Low,-1.5783,31-40
CUST00061,Pooja,Gupta,56,Male,Single,Bachelor'S,Nurse,130098.22,22651.8,860.0,0,26.0,Hyderabad,Telangana,9796275440,naveen.kumar340@example.com,False,5,2024-02-02,Low,-1.0894,51-60
CUST00062,Ravi,Malhotra,60,Male,Married,Master'S,Manager,84979.15,14628.63,375.0,3,34.0,Mumbai,Maharashtra,9897711678,suresh.pillai873@example.com,False,1,2017-07-10,Low,-1.0657,51-60
CUST00063,Priya,Mehta,24,Male,Divorced,Phd,Lawyer,55710.53,13706.84,474.0,4,14.0,Kolkata,West Bengal,9671170800,harish.mehta593@example.com,False,6,2022-11-08,Low,-1.9524,21-30
CUST00064,Nisha,Patel,22,Male,Single,Phd,Teacher,83694.25,18731.17,408.0,0,27.0,Chennai,Tamil Nadu,9968451673,kiran.dubey580@example.com,False,7,2023-04-02,Low,-1.6857,21-30
CUST00065,Deepak,Bhat,26,Male,Single,Phd,Engineer,138392.25,29198.5,482.0,4,34.0,Ahmedabad,Gujarat,9388645449,kiran.singh987@example.com,False,0,2015-08-04,Low,-1.5318,21-30
CUST00066,Deepak,Pillai,62,Male,Married,Master'S,Professor,39359.14,8836.11,491.0,0,6.0,Pune,Maharashtra,9543352165,kiran.malhotra344@example.com,False,6,2024-09-14,Low,-1.694,60+
CUST00067,Rahul,Nair,24,Male,Single,Bachelor'S,Consultant,162580.03,30297.59,364.0,2,19.0,Delhi,Delhi,9301864129,meera.dubey631@example.com,False,1,2023-09-14,Low,-1.2363,21-30
CUST00068,Rahul,Patel,49,Female,Married,Diploma,Businessman,111811.27,14228.08,773.0,5,31.0,Pune,Maharashtra,9173512612,sunita.pandey307@example.com,True,5,2017-01-03,Low,-0.527,41-50
CUST00069,Pooja,Patel,38,Female,Married,Bachelor'S,Nurse,90263.32,14951.96,399.0,3,37.0,Pune,Maharashtra,9295858216,vikram.pandey429@example.com,True,0,2024-08-10,Low,-0.9878,31-40
CUST00070,Nisha,Iyer,46,Female,Single,High School,Consultant,66459.76,10208.52,843.0,2,39.0,Hyderabad,Telangana,9246698943,swati.malhotra337@example.com,False,6,2020-06-19,Low,-0.8433,41-50
CUST00071,Priya,Kumar,64,Male,Single,Master'S,Accountant,74174.33,13671.31,427.0,3,31.0,Chennai,Tamil Nadu,9410950586,ananya.dubey167@example.com,False,1,2023-02-27,Low,-1.2118,60+
CUST00072,Naveen,Mehta,54,Male,Married,Master'S,Businessman,141263.7,26683.98,751.0,4,25.0,Mumbai,Maharashtra,9218494225,lakshmi.dubey108@example.com,True,2,2019-05-24,Low,-1.2667,51-60
CUST00073,Priya,Kumar,30,Female,Married,Phd,Engineer,91406.61,22334.68,668.0,0,38.0,Lucknow,Uttar Pradesh,9783858343,rohan.pandey466@example.com,True,7,2018-05-10,Low,-1.9321,21-30
CUST00074,Divya,Mehta,56,Female,Widowed,Master'S,Engineer,73080.44,12177.36,342.0,1,19.0,Delhi,Delhi,9588920837,vikram.gupta898@example.com,False,2,2024-02-21,Low,-0.9996,51-60
CUST00075,Divya,Rao,34,Female,Single,Bachelor'S,Designer,102371.67,22034.53,597.0,1,20.0,Jaipur,Rajasthan,9763281908,sunita.tiwari809@example.com,False,7,2022-05-24,Low,-1.5829,31-40
CUST00076,Ravi,Reddy,51,Male,Single,Diploma,Doctor,133908.75,28913.71,787.0,3,14.0,Hyderabad,Telangana,9586155117,kiran.verma933@example.com,False,0,2024-07-07,Low,-1.5911,51-60
CUST00077,Kiran,Singh,68,Female,Married,Master'S,Doctor,46653.11,6610.62,377.0,5,21.0,Delhi,Delhi,9392201792,pooja.mehta44@example.com,False,3,2016-10-14,Low,-0.7004,60+
CUST00078,Deepak,Patel,35,Female,Married,Master'S,Analyst,139091.66,23295.71,569.0,5,21.0,Ahmedabad,Gujarat,9852126726,meera.iyer508@example.com,False,7,2015-03-30,Low,-1.0098,31-40
CUST00079,Amit,Sharma,28,Male,Single,Bachelor'S,Designer,390443.7475,75750.3325,614.0,3,20.0,Kolkata,West Bengal,9768676781,rohan.dubey225@example.com,True,0,2021-02-22,Lower-Mid,-1.3281,21-30
CUST00080,Sunita,Pillai,34,Male,Married,Bachelor'S,Consultant,130845.49,28521.33,467.0,2,1.0,Chennai,Tamil Nadu,9628276702,nisha.malhotra943@example.com,False,1,2019-05-26,Low,-1.6157,31-40
CUST00081,Rekha,Mishra,43,Female,Single,Master'S,Teacher,35617.62,5736.78,638.0,1,39.0,Jaipur,Rajasthan,9301637382,swati.mehta4@example.com,False,4,2018-10-14,Low,-0.9328,41-50
CUST00082,Rahul,Reddy,60,Male,Single,High School,Doctor,109801.04,15660.65,492.0,2,17.0,Hyderabad,Telangana,9444288576,rohan.bhat655@example.com,False,2,2019-09-27,Low,-0.7115,51-60
CUST00083,Deepak,Iyer,41,Male,Single,Bachelor'S,Professor,32909.31,6417.58,752.0,4,22.0,Pune,Maharashtra,9120825650,rohan.reddy229@example.com,False,4,2022-08-08,Low,-1.3401,41-50
CUST00084,Amit,Singh,36,Female,Married,Master'S,Doctor,390443.7475,75750.3325,582.0,1,12.0,Bengaluru,Karnataka,9263369074,aditya.pillai710@example.com,True,2,2020-04-23,Lower-Mid,-1.3281,31-40
CUST00085,Naveen,Kumar,65,Female,Married,Bachelor'S,Nurse,377529.81,62014.77,635.0,4,8.0,Hyderabad,Telangana,9153292024,priya.rao236@example.com,False,1,2018-11-27,Lower-Mid,-0.9712,60+
CUST00086,Vikram,Patel,38,Male,Married,Bachelor'S,Nurse,66200.08,14324.76,689.0,0,6.0,Bengaluru,Karnataka,9674420474,naveen.verma478@example.com,True,2,2023-07-01,Low,-1.5966,31-40
CUST00087,Suresh,Gupta,67,Male,Married,Bachelor'S,Designer,102371.67,3848.78,597.0,2,20.0,Pune,Maharashtra,9123762858,aditya.sharma639@example.com,False,0,2019-05-23,Low,0.5488,60+
CUST00088,Divya,Shah,44,Male,Divorced,Bachelor'S,Lawyer,58277.85,9075.6,539.0,3,1.0,Kolkata,West Bengal,9299648970,rohan.malhotra219@example.com,False,4,2019-05-21,Low,-0.8688,41-50
CUST00089,Lakshmi,Mishra,46,Female,Single,Master'S,Designer,88557.34,20365.84,782.0,1,3.0,Chennai,Tamil Nadu,9209815321,rekha.verma245@example.com,False,5,2015-10-22,Low,-1.7597,41-50
CUST00090,Ravi,Pandey,45,Male,Single,Bachelor'S,Businessman,34299.35,8272.71,891.0,2,13.0,Mumbai,Maharashtra,9402918178,lakshmi.kumar493@example.com,False,4,2020-12-02,Low,-1.8943,41-50
CUST00091,Rohan,Pandey,65,Other,Single,High School,Consultant,94711.1,14613.31,854.0,3,31.0,Hyderabad,Telangana,9389046078,swati.reddy753@example.com,True,1,2023-02-24,Low,-0.8515,60+
CUST00092,Rahul,Tiwari,61,Male,Single,Master'S,Lawyer,88207.99,17037.86,757.0,0,35.0,Lucknow,Uttar Pradesh,9234259822,meera.reddy787@example.com,False,5,2018-03-05,Low,-1.3179,60+
CUST00093,Deepak,Shah,49,Male,Married,Diploma,Lawyer,106414.04,24486.74,388.0,1,1.0,Pune,Maharashtra,9867935795,rohan.malhotra976@example.com,False,4,2018-03-02,Low,-1.7613,41-50
CUST00094,Sneha,Singh,35,Female,Married,Master'S,Consultant,113299.17,16098.86,394.0,4,39.0,Hyderabad,Telangana,9570746273,priya.sharma835@example.com,True,7,2022-10-23,Low,-0.7051,31-40
CUST00095,Suresh,Sharma,65,Female,Married,High School,Engineer,55305.6,10522.02,751.0,0,13.0,Ahmedabad,Gujarat,9880725278,rohan.rao340@example.com,False,6,2017-03-10,Low,-1.283,60+
CUST00096,Harish,Patel,21,Male,Single,Bachelor'S,Doctor,59157.08,10132.42,727.0,5,19.0,Kolkata,West Bengal,9108809073,naveen.mehta827@example.com,False,7,2022-11-11,Low,-1.0554,21-30
CUST00097,Priya,Reddy,45,Male,Single,Phd,Teacher,101453.44,20507.03,450.0,3,24.0,Ahmedabad,Gujarat,9349978373,meera.singh758@example.com,True,1,2024-08-08,Low,-1.4256,41-50
CUST00098,Ravi,Pandey,27,Other,Married,Bachelor'S,Engineer,67602.8,10385.62,813.0,1,7.0,Delhi,Delhi,9196848277,deepak.shah385@example.com,False,6,2021-02-22,Low,-0.8435,21-30
CUST00099,Naveen,Patel,29,Male,Single,Master'S,Lawyer,170160.41,32685.73,675.0,1,27.0,Chennai,Tamil Nadu,9261795387,harish.reddy211@example.com,False,3,2019-06-01,Low,-1.3051,21-30
CUST00100,Ananya,Bhat,44,Female,Married,Bachelor'S,Accountant,100864.84,12812.98,321.0,0,20.0,Delhi,Delhi,9115810687,divya.reddy410@example.com,False,0,2016-02-03,Low,-0.5244,41-50
CUST00101,Rahul,Bhat,21,Male,Widowed,Bachelor'S,Designer,302247.63,44371.25,612.0,1,22.0,Hyderabad,Telangana,9629977010,meera.shah189@example.com,False,7,2016-06-20,Lower-Mid,-0.7617,21-30
CUST00102,Kavya,Rao,64,Female,Married,Master'S,Accountant,161504.69,35519.82,818.0,3,31.0,Jaipur,Rajasthan,9333203933,divya.reddy846@example.com,True,2,2018-08-17,Low,-1.6392,60+
CUST00103,Harish,Mehta,28,Female,Married,Master'S,Manager,191420.59,33779.43,505.0,0,7.0,Jaipur,Rajasthan,9467126134,ananya.verma7@example.com,True,6,2023-06-09,Low,-1.1176,21-30
CUST00104,Deepak,Sharma,44,Male,Married,Master'S,Nurse,106888.3,19288.05,674.0,4,30.0,Chennai,Tamil Nadu,9551232519,deepak.nair372@example.com,False,2,2023-11-16,Low,-1.1654,41-50
CUST00105,Deepak,Pillai,31,Female,Single,Bachelor'S,Doctor,108490.39,17678.12,750.0,0,36.0,Lucknow,Uttar Pradesh,9434552915,ravi.nair11@example.com,False,2,2021-07-05,Low,-0.9554,31-40
CUST00106,Ravi,Shah,37,Male,Married,High School,Doctor,278951.26,37861.26,894.0,0,15.0,Kolkata,West Bengal,9943666157,meera.nair76@example.com,False,3,2024-09-16,Low,-0.6287,31-40
CUST00107,Ravi,Mehta,28,Male,Single,Master'S,Engineer,78670.56,12420.97,478.0,4,39.0,Lucknow,Uttar Pradesh,9958416162,sunita.pillai367@example.com,True,0,2024-01-11,Low,-0.8946,21-30
CUST00108,Divya,Patel,55,Female,Single,Master'S,Engineer,137045.41,32274.63,509.0,5,26.0,Kolkata,West Bengal,9635148365,deepak.malhotra31@example.com,False,4,2015-08-10,Low,-1.826,51-60
CUST00109,Ananya,Pandey,55,Male,Married,Bachelor'S,Teacher,84141.69,12707.03,799.0,3,39.0,Pune,Maharashtra,9498784578,kiran.patel569@example.com,True,6,2024-07-12,Low,-0.8122,51-60
CUST00110,Pooja,Nair,53,Female,Divorced,High School,Designer,84020.69,20832.98,763.0,5,17.0,Hyderabad,Telangana,9597877404,pooja.patel118@example.com,True,4,2022-12-16,Low,-1.9754,51-60
CUST00111,Pooja,Malhotra,25,Male,Single,High School,Designer,48955.27,6875.89,423.0,5,34.0,Delhi,Delhi,9848328041,kavya.pillai146@example.com,False,7,2018-05-30,Low,-0.6854,21-30
CUST00112,Nisha,Tiwari,62,Male,Married,Diploma,Teacher,63227.3,9484.27,412.0,5,14.0,Jaipur,Rajasthan,9949785821,ananya.singh298@example.com,False,0,2020-02-18,Low,-0.8,60+
CUST00113,Kiran,Gupta,59,Male,Divorced,Master'S,Accountant,56558.93,10803.7,311.0,2,26.0,Ahmedabad,Gujarat,9134077472,meera.rao451@example.com,True,5,2022-05-05,Low,-1.2922,51-60
CUST00114,Meera,Mehta,61,Male,Married,Phd,Accountant,141014.96,27276.85,425.0,5,16.0,Mumbai,Maharashtra,9454601784,divya.gupta200@example.com,True,0,2016-11-01,Low,-1.3212,60+
CUST00115,Sachin,Gupta,48,Male,Married,Bachelor'S,Consultant,184263.77,25616.77,864.0,2,39.0,Bengaluru,Karnataka,9186138889,aditya.sharma647@example.com,False,2,2021-06-22,Low,-0.6683,41-50
CUST00116,Suresh,Kumar,27,Female,Single,Diploma,Analyst,93260.13,13073.83,630.0,4,1.0,Mumbai,Maharashtra,9905917946,amit.pandey600@example.com,False,4,2016-07-17,Low,-0.6822,21-30
CUST00117,Swati,Iyer,29,Female,Divorced,High School,Lawyer,113298.0,20945.39,582.0,3,30.0,Delhi,Delhi,9256860613,lakshmi.rao935@example.com,False,0,2019-12-15,Low,-1.2184,21-30
CUST00118,Divya,Pillai,28,Female,Single,Bachelor'S,Nurse,90085.74,17338.22,439.0,5,36.0,Delhi,Delhi,9160170716,rekha.verma784@example.com,True,4,2022-10-21,Low,-1.3096,21-30
CUST00119,Rahul,Iyer,32,Male,Married,Master'S,Doctor,60690.01,9727.06,700.0,1,33.0,Kolkata,West Bengal,9386156035,kavya.mishra369@example.com,False,0,2020-05-30,Low,-0.9233,31-40
CUST00120,Naveen,Dubey,54,Male,Single,Bachelor'S,Accountant,165604.52,41057.66,396.0,4,33.0,Lucknow,Uttar Pradesh,9932850970,harish.shah45@example.com,False,1,2018-04-07,Low,-1.9751,51-60
CUST00121,Naveen,Kumar,53,Male,Married,Bachelor'S,Accountant,146023.2,33718.4,816.0,2,2.0,Mumbai,Maharashtra,9521359675,ravi.malhotra999@example.com,False,7,2016-08-16,Low,-1.7709,51-60
CUST00122,Suresh,Patel,68,Male,Single,High School,Teacher,31712.7,7039.95,868.0,3,16.0,Kolkata,West Bengal,9176648733,arjun.tiwari31@example.com,True,6,2017-05-09,Low,-1.6639,60+
CUST00123,Priya,Gupta,43,Female,Married,High School,Doctor,83294.23,17566.52,368.0,0,13.0,Kolkata,West Bengal,9683247918,meera.shah204@example.com,False,2,2017-06-12,Low,-1.5308,41-50
CUST00124,Suresh,Shah,44,Male,Single,Master'S,Manager,58150.14,9614.66,417.0,3,13.0,Lucknow,Uttar Pradesh,9604816257,sunita.iyer203@example.com,False,0,2024-01-08,Low,-0.9841,41-50
CUST00125,Sneha,Iyer,57,Male,Single,Master'S,Manager,78075.91,9797.49,358.0,3,37.0,Ahmedabad,Gujarat,9294995530,amit.sharma291@example.com,True,3,2023-05-24,Low,-0.5058,51-60
CUST00126,Sunita,Shah,55,Female,Married,Master'S,Consultant,66021.85,9987.49,332.0,5,34.0,Jaipur,Rajasthan,9306364903,pooja.dubey179@example.com,False,0,2017-03-12,Low,-0.8153,51-60
